"id","firstname","lastname","nik","email","born","date_of_birth","address","city","phone","job","color","created_at","updated_at"
299,Saiful,Laksita,"1102284305147732",fmansur@gmail.co.id,Surabaya,2018-03-08,"Jr. Astana Anyar No. 225, Tebing Tinggi 91105, Papua",Balikpapan,(+62) 882 3368 967,Tukang Listrik,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
300,Zahra,Rajata,"1216875503990849",dpertiwi@gmail.com,Surakarta,1976-09-01,"Gg. Bayan No. 456, Mojokerto 32294, Pabar",Banjarbaru,"0836 8881 7056",Pensiunan,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
301,Emas,Saptono,"8271675708127419",tmaulana@gmail.co.id,Tangerang Selatan,1997-11-21,"Jr. Ki Hajar Dewantara No. 877, Pematangsiantar 27432, NTT",Batam,(+62) 850 0933 1365,Apoteker,violet,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
302,Rahayu,Salahudin,"3172490108135021",dwastuti@yahoo.co.id,Banjarmasin,1974-01-01,"Dk. W.R. Supratman No. 991, Metro 71719, Riau",Pekalongan,"0711 0315 782",Penyelam,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
303,Parman,Mansur,"7110071212041891",dewi15@gmail.com,Semarang,2003-06-08,"Ki. Bak Mandi No. 901, Bogor 32100, Bengkulu",Banjarbaru,"0878 4294 029",Pastor,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
304,Salwa,Hutapea,"1507546607954731",melani.restu@yahoo.com,Ternate,2008-02-29,"Kpg. Basuki Rahmat  No. 465, Padang 99199, Riau",Lubuklinggau,(+62) 234 7145 863,Perancang Busana,abu-abu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
305,Jaswadi,Aryani,"1109801907005818",ella.simbolon@yahoo.co.id,Magelang,1977-11-05,"Gg. Yohanes No. 163, Cilegon 74352, NTB",Palangka Raya,(+62) 664 7000 678,Wakil Presiden,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
306,Zalindra,Sitompul,"1674994507013345",yuliarti.kacung@yahoo.co.id,Bandung,1987-12-07,"Dk. Kyai Gede No. 451, Batam 41766, Kalsel",Semarang,(+62) 898 0330 236,Pelaut,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
307,Ana,Hutasoit,"3502765605210585",uchita.purnawati@gmail.co.id,Subulussalam,2021-01-17,"Dk. Yap Tjwan Bing No. 260, Bekasi 56993, Papua",Bau-Bau,(+62) 661 8126 950,Notaris,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
308,Yahya,Ramadan,"1277605610992899",bhalim@yahoo.com,Bau-Bau,2016-09-26,"Dk. Raya Ujungberung No. 540, Tarakan 37273, Sumsel",Administrasi Jakarta Pusat,"0493 0640 5450",Perdagangan,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
309,Ida,Pranowo,"1502951707060513",pertiwi.rachel@gmail.co.id,Singkawang,1976-02-10,"Ds. Muwardi No. 565, Bogor 15866, Sumsel",Yogyakarta,(+62) 256 7550 818,Kepala Desa,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
310,Yoga,Rahayu,"3203243112195232",karsa.mandasari@gmail.com,Tanjungbalai,1991-01-05,"Psr. Halim No. 777, Administrasi Jakarta Timur 58716, Jatim",Tanjungbalai,(+62) 282 9513 6603,Pengacara,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
311,Sakura,Fujiati,"5204675806051670",najwa23@gmail.co.id,Bogor,2022-01-04,"Jr. Gedebage Selatan No. 207, Cirebon 77658, Bali",Bandung,"0850 132 881",Penyiar Radio,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
312,Wasis,Tarihoran,"3306892108089930",ade.nainggolan@gmail.co.id,Pasuruan,2016-07-26,"Gg. Labu No. 853, Gunungsitoli 58226, Jambi",Palu,(+62) 671 6379 8873,Pengacara,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
313,Zulfa,Rajata,"6202541605185229",kania87@gmail.com,Samarinda,2008-07-27,"Ki. Gardujati No. 659, Makassar 87275, Sulsel",Bitung,(+62) 20 3667 0698,Belum / Tidak Bekerja,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
314,Daryani,Kurniawan,"3204426506099438",gina16@yahoo.com,Pekanbaru,2010-12-22,"Jr. Bagis Utama No. 681, Payakumbuh 71357, Sulteng",Mojokerto,"0814 0088 7053",Presiden,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
315,Kawaca,Marbun,"6171792911134052",jaya04@gmail.com,Gorontalo,1985-08-29,"Jr. Abang No. 407, Tanjungbalai 23385, Jatim",Tanjungbalai,(+62) 535 5116 066,Apoteker,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
316,Viktor,Melani,"3274621701186174",puspasari.anita@yahoo.co.id,Palangka Raya,1994-04-11,"Jr. Banceng Pondok No. 620, Sibolga 51010, Kepri",Blitar,"0868 4563 9376",Buruh Tani / Perkebunan,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
317,Kasim,Aryani,"1771281703101783",usyi05@gmail.co.id,Pontianak,2006-09-26,"Jln. Sampangan No. 421, Makassar 25178, Lampung",Sorong,"0538 2597 2672",Pialang,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
318,Cawisadi,Putra,"7471672110094705",enababan@yahoo.co.id,Subulussalam,1973-03-16,"Psr. Bank Dagang Negara No. 162, Bekasi 67274, Aceh",Administrasi Jakarta Pusat,"0275 6644 753",Ustaz / Mubaligh,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
319,Kawaya,Utami,"1101025108234563",catur24@yahoo.com,Bandung,2004-07-25,"Ki. Baing No. 807, Padang 64687, Sumbar",Ternate,"026 2596 320",Pilot,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
320,Dagel,Zulaika,"6106140311071187",laksita.almira@gmail.com,Palopo,2019-10-04,"Gg. Ir. H. Juanda No. 179, Bontang 16812, Jabar",Cilegon,"0240 5980 769",Buruh Peternakan,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
321,Endra,Halimah,"6308356704079936",hilda.samosir@yahoo.com,Bengkulu,2004-07-04,"Jr. Bakhita No. 189, Tarakan 89629, Jatim",Pangkal Pinang,"0347 3590 5985",Desainer,merah,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
322,Dariati,Prabowo,"5102715010972283",zmansur@yahoo.co.id,Magelang,2000-06-21,"Ds. Cikutra Barat No. 545, Probolinggo 56963, Jateng",Pekanbaru,"0907 4458 371",Arsitek,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
323,Humaira,Kusmawati,"1117582008021501",xhidayanto@gmail.co.id,Cilegon,2023-05-27,"Psr. Sadang Serang No. 112, Binjai 59541, Banten",Sorong,"0393 6558 265",Karyawan Honorer,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
324,Rahayu,Pranowo,"2102265909154482",lmelani@yahoo.com,Padangsidempuan,1996-06-15,"Ki. Baranang No. 135, Padangsidempuan 51452, Jabar",Tanjungbalai,(+62) 241 3815 6631,Peneliti,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
325,Zaenab,Saefullah,"1305181501079606",usyi.putra@gmail.co.id,Payakumbuh,2021-01-20,"Gg. Baranang Siang Indah No. 501, Singkawang 70523, Kepri",Padang,"023 0774 620",Penyiar Televisi,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
326,Nova,Saefullah,"1903232411993027",janet.maulana@yahoo.com,Banjarmasin,1970-05-23,"Gg. Baja No. 555, Pagar Alam 47058, Pabar",Tebing Tinggi,"0928 2931 7907",Pramusaji,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
327,Adhiarja,Wulandari,"3171120210178968",eluh44@yahoo.com,Prabumulih,2016-07-02,"Jr. Bara Tambar No. 798, Bitung 79445, Sulbar",Probolinggo,"0369 1226 525",Konstruksi,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
328,Dirja,Astuti,"3529796005175622",tari90@gmail.co.id,Kediri,1975-12-13,"Ki. Peta No. 273, Yogyakarta 68189, Sulteng",Bandar Lampung,"022 9862 3299",Perawat,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
329,Pandu,Yolanda,"5319413007153314",xwahyuni@yahoo.co.id,Batu,2008-01-21,"Psr. Achmad No. 211, Pontianak 35342, Jateng",Sawahlunto,"0426 9293 829",Tukang Las / Pandai Besi,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
330,Chelsea,Widiastuti,"8204731206160277",darmanto79@yahoo.co.id,Pekalongan,2017-12-25,"Ds. Samanhudi No. 258, Sawahlunto 42091, Sultra",Pematangsiantar,"0485 1627 5494",Penyiar Radio,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
331,Luwar,Novitasari,"3517636512154563",vjailani@yahoo.com,Batu,1970-04-11,"Ki. Salak No. 683, Pagar Alam 63202, Sultra",Kendari,"0641 8985 2831",Ustaz / Mubaligh,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
332,Maras,Zulkarnain,"3174335912963854",puspa.budiman@yahoo.co.id,Tarakan,2002-06-19,"Psr. Dr. Junjunan No. 244, Samarinda 20230, Papua",Padang,"0763 1066 4493",Kepolisian RI (POLRI),cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
333,Aslijan,Haryanti,"1471360910976585",jindra64@yahoo.com,Pontianak,1973-12-02,"Kpg. Industri No. 929, Solok 34387, DIY",Singkawang,"0853 8525 4176",Montir,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
334,Ganjaran,Maulana,"1110220404182255",ilsa.agustina@gmail.com,Salatiga,1992-08-11,"Kpg. Pacuan Kuda No. 641, Sungai Penuh 79841, Aceh",Solok,"0757 6408 3040",Biarawati,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
335,Nasim,Utami,"7501812102095105",wdabukke@yahoo.co.id,Cilegon,1975-12-19,"Jln. Baranangsiang No. 918, Banda Aceh 75724, Kaltim",Pariaman,(+62) 988 6142 8560,Pengacara,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
336,Jarwa,Wacana,"3579125704083406",yprasetyo@gmail.co.id,Probolinggo,1988-12-30,"Psr. Pasteur No. 137, Administrasi Jakarta Utara 59669, Sultra",Ambon,(+62) 537 2387 5659,Programmer,zaitun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
337,Janet,Usamah,"1903844806092878",mahdi.najmudin@gmail.co.id,Administrasi Jakarta Barat,1993-11-18,"Dk. Wahid Hasyim No. 751, Sabang 92398, Jatim",Administrasi Jakarta Selatan,(+62) 326 8629 1547,Buruh Nelayan / Perikanan,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
338,Ibun,Putra,"6408261001971926",ratih25@gmail.co.id,Bengkulu,1977-09-12,"Dk. Samanhudi No. 772, Makassar 21336, Sulteng",Probolinggo,(+62) 663 7842 506,Transportasi,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
339,Koko,Prasetya,"1309435206997748",kawaya.widodo@gmail.co.id,Tebing Tinggi,1991-11-02,"Psr. Moch. Ramdan No. 565, Balikpapan 38366, Kaltim",Administrasi Jakarta Barat,"0982 7538 9524",Tukang Gigi,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
340,Cahyono,Nainggolan,"5311724612089989",capa50@gmail.com,Bengkulu,1994-07-01,"Jln. Antapani Lama No. 40, Ambon 54566, Aceh",Denpasar,"0873 8785 7694",Juru Masak,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
341,Hadi,Hassanah,"9201303008960838",balidin.permata@yahoo.co.id,Cimahi,2000-09-15,"Gg. Abang No. 689, Yogyakarta 74646, Kalbar",Tomohon,"0547 8088 078",Ustaz / Mubaligh,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
342,Galur,Yolanda,"6571111907952438",winda.haryanti@yahoo.com,Kupang,1997-05-12,"Psr. Bakaru No. 816, Administrasi Jakarta Pusat 67526, DKI",Singkawang,"023 1785 1974",Kepolisian RI (POLRI),mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
343,Adinata,Simanjuntak,"6171384312977501",gamblang.simanjuntak@yahoo.co.id,Administrasi Jakarta Barat,2011-01-10,"Dk. Sam Ratulangi No. 246, Parepare 67228, Maluku",Cimahi,"0694 6313 584",Pastor,merah,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
344,Kenari,Nasyidah,"9212301704162223",bagus53@yahoo.com,Singkawang,2009-02-24,"Ds. BKR No. 495, Administrasi Jakarta Selatan 92459, Sulut",Cirebon,(+62) 752 1255 8828,Wartawan,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
345,Ika,Novitasari,"8108591310985139",gasti77@yahoo.com,Sorong,1983-08-18,"Jr. Bank Dagang Negara No. 932, Gorontalo 14727, Sulut",Administrasi Jakarta Pusat,"028 4403 0093",Peternak,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
346,Hamzah,Halim,"1207420704997850",pwidiastuti@gmail.co.id,Pasuruan,2017-03-12,"Kpg. Barasak No. 310, Jambi 21755, Sulut",Mojokerto,(+62) 767 6762 3221,Pedagang,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
347,Wasis,Sihotang,"5318750112945669",danu.siregar@yahoo.co.id,Padangsidempuan,2024-01-08,"Jln. Bakin No. 73, Tarakan 13631, Kalsel",Bitung,(+62) 837 277 177,Wartawan,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
348,Rendy,Rahimah,"8102942702127107",kania77@gmail.com,Pagar Alam,1979-02-15,"Psr. Moch. Toha No. 166, Bitung 89376, Jambi",Palangka Raya,(+62) 808 094 835,Jaksa,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
349,Uli,Usada,"6211446808046647",zsimbolon@gmail.com,Bogor,1972-11-09,"Gg. Surapati No. 234, Surakarta 83556, Kepri",Bekasi,"0760 4313 5259",Promotor Acara,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
350,Hartaka,Halimah,"1309704209001253",samsul.nuraini@gmail.com,Banjar,2013-07-02,"Jln. Dewi Sartika No. 951, Solok 33457, Sumut",Pagar Alam,(+62) 690 7999 116,Presiden,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
351,Safina,Uyainah,"3373854301188458",riyanti.damu@gmail.co.id,Pangkal Pinang,2014-02-21,"Dk. Gegerkalong Hilir No. 797, Magelang 18552, Babel",Medan,(+62) 618 4255 614,Kepala Desa,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
352,Gilda,Sihombing,"3317502001146184",kalim48@gmail.com,Banjarmasin,1989-05-08,"Ki. Untung Suropati No. 430, Salatiga 72686, Sulsel",Padangpanjang,(+62) 858 1923 7427,Pensiunan,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
353,Prabawa,Hutasoit,"1110276211023366",laksita.sarah@yahoo.co.id,Bekasi,2009-12-15,"Gg. Jend. Sudirman No. 833, Serang 29718, NTB",Samarinda,(+62) 677 1412 874,Juru Masak,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
354,Ismail,Wasita,"8103845304124543",qyuniar@gmail.co.id,Sawahlunto,1977-11-02,"Dk. Urip Sumoharjo No. 431, Kendari 20297, Bali",Gorontalo,(+62) 540 7144 0273,Pastor,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
355,Chelsea,Kurniawan,"9201262805090250",hastuti.tari@yahoo.co.id,Mojokerto,2011-02-22,"Ki. Abdul No. 283, Bukittinggi 88607, Riau",Tanjungbalai,(+62) 936 3222 1984,Dokter,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
356,Tedi,Waskita,"1508151302234912",aisyah90@yahoo.com,Bogor,2004-08-25,"Ds. Pacuan Kuda No. 156, Lubuklinggau 59226, Riau",Bau-Bau,"0315 7377 309",Dosen,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
357,Maya,Dabukke,"1902506506124268",tanggriawan@gmail.co.id,Medan,1978-11-30,"Dk. Bambon No. 499, Palangka Raya 84914, NTT",Tebing Tinggi,"0992 1162 460",Tukang Jahit,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
358,Aslijan,Mandasari,"6112055411956059",damu49@gmail.com,Bontang,1980-07-24,"Ki. Bakau No. 774, Jambi 85355, Sulteng",Sorong,"0820 8572 5835",Tukang Jahit,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
359,Edi,Puspasari,"7472435302245284",galar54@yahoo.com,Ternate,2001-05-16,"Gg. Pacuan Kuda No. 168, Bontang 98414, Sulut",Solok,(+62) 877 451 334,Arsitek,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
360,Nasrullah,Santoso,"1471124109948895",radit11@gmail.com,Yogyakarta,2023-08-25,"Ki. Panjaitan No. 479, Surakarta 95399, Papua",Surabaya,(+62) 653 1820 6991,Imam Masjid,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
361,Harjaya,Prakasa,"9111732311191324",ramadan.gandi@gmail.com,Tangerang Selatan,1993-06-09,"Ki. Otto No. 688, Tanjung Pinang 62780, Kalsel",Administrasi Jakarta Selatan,(+62) 828 992 763,Penyiar Radio,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
362,Mulya,Permadi,"5302465906220884",jmanullang@yahoo.com,Ambon,1983-08-10,"Dk. Rajiman No. 766, Tual 54815, Banten",Bogor,"0733 1092 839",Belum / Tidak Bekerja,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
363,Puput,Saputra,"9106026906039849",juli16@gmail.com,Parepare,1971-06-08,"Ds. Pattimura No. 38, Prabumulih 85096, Sultra",Bekasi,(+62) 226 2308 4913,Pramusaji,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
364,Violet,Nasyiah,"7108903101147920",diah43@gmail.com,Bau-Bau,2018-10-22,"Jln. Baha No. 573, Surabaya 99353, Gorontalo",Ternate,"0489 3587 7490",Ustaz / Mubaligh,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
365,Warji,Utami,"1115997006094840",laksita.jasmani@gmail.co.id,Pekanbaru,1987-03-19,"Ki. Abdul Muis No. 81, Bengkulu 33350, Kaltim",Yogyakarta,(+62) 741 1874 312,Kepala Desa,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
366,Ana,Prayoga,"9109461909158108",indra20@yahoo.com,Kotamobagu,2023-11-19,"Gg. Yogyakarta No. 129, Banda Aceh 31819, Sumbar",Palembang,(+62) 457 8840 062,Wakil Presiden,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
367,Restu,Suryono,"3272801605969369",tina72@gmail.co.id,Singkawang,1970-09-23,"Ds. Tambun No. 325, Bengkulu 52820, Maluku",Bengkulu,"0217 6487 8499",Konsultan,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
368,Respati,Susanti,"1113433005948609",rahayu.sinaga@gmail.co.id,Pontianak,1985-01-28,"Jln. Surapati No. 708, Ambon 52137, NTT",Pekalongan,(+62) 604 3513 771,Perdagangan,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
369,Gatra,Prasetya,"3673446707152444",srahayu@gmail.com,Lubuklinggau,1975-10-02,"Gg. Gedebage Selatan No. 292, Gunungsitoli 35175, Babel",Bandung,(+62) 579 0427 2438,Pramusaji,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
370,Galih,Gunawan,"6204361705092157",siregar.wardi@gmail.co.id,Makassar,1995-12-10,"Jr. Nanas No. 354, Sukabumi 30615, Sumsel",Bontang,(+62) 980 2821 9839,Akuntan,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
371,Jefri,Prayoga,"9111965912964092",daru.saputra@gmail.com,Jayapura,2000-02-04,"Gg. Gegerkalong Hilir No. 204, Bogor 27631, Sultra",Solok,"0603 1352 618",Pastor,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
372,Surya,Nasyidah,"3172192907222596",ulva.anggraini@gmail.co.id,Pekanbaru,1989-05-16,"Gg. Bakau No. 578, Batam 55794, Aceh",Malang,"0326 6244 769",Paraji,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
373,Wakiman,Simbolon,"3509140712966337",jasmin62@yahoo.com,Tidore Kepulauan,2014-11-06,"Dk. Mahakam No. 342, Serang 72852, Maluku",Tegal,(+62) 261 6463 2491,Buruh Nelayan / Perikanan,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
374,Mujur,Waskita,"6302010103213424",astuti.erik@yahoo.co.id,Tebing Tinggi,1988-12-23,"Gg. Cikutra Timur No. 791, Prabumulih 80992, Babel",Ternate,(+62) 20 5586 0011,Tukang Cukur,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
375,Tantri,Safitri,"9206985005105289",qanggriawan@yahoo.com,Administrasi Jakarta Utara,1991-02-07,"Jr. Ters. Buah Batu No. 881, Samarinda 46801, Jabar",Pangkal Pinang,(+62) 547 5661 3280,Montir,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
376,Silvia,Kusumo,"3403927012090772",pranata.sudiati@yahoo.co.id,Pontianak,1975-04-02,"Jr. Moch. Yamin No. 267, Kendari 97878, Papua",Langsa,(+62) 732 5818 4268,Penata Busana,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
377,Safina,Pertiwi,"3325830302089631",kusmawati.kairav@gmail.co.id,Sibolga,2009-04-25,"Kpg. Halim No. 119, Gorontalo 24712, Sulsel",Bukittinggi,(+62) 521 1133 653,Wakil Presiden,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
378,Safina,Mangunsong,"3217195904215733",ywibisono@gmail.com,Magelang,1995-03-20,"Jln. Halim No. 693, Bau-Bau 90904, DKI",Manado,(+62) 311 3488 4553,Perangkat Desa,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
379,Mulyono,Hutapea,"1374372403005645",cnovitasari@gmail.co.id,Medan,1982-02-02,"Gg. K.H. Maskur No. 324, Administrasi Jakarta Barat 43113, Maluku",Mataram,"0863 4834 4939",Guru,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
380,Bakijan,Sitorus,"6112852208966950",laksita.cinthia@gmail.co.id,Medan,2017-04-26,"Jln. Bahagia No. 901, Sawahlunto 57312, Sumsel",Batam,(+62) 951 3405 7925,Tukang Jahit,abu-abu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
381,Luthfi,Hidayanto,"9206456912010703",lpalastri@gmail.com,Ternate,2005-03-27,"Jln. Asia Afrika No. 111, Cimahi 63508, Riau",Malang,(+62) 689 0257 3396,Pembantu Rumah Tangga,merah,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
382,Usman,Samosir,"1404576602978335",farida.mulyono@yahoo.co.id,Pekalongan,1995-03-12,"Jr. Bah Jaya No. 266, Pangkal Pinang 79822, Kalsel",Probolinggo,(+62) 387 0630 4024,Penata Busana,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
383,Kenzie,Wijaya,"7312231612087793",lwastuti@gmail.co.id,Tarakan,1995-10-14,"Ki. Bagas Pati No. 224, Binjai 66977, NTT",Cimahi,(+62) 427 2303 918,Tukang Cukur,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
384,Septi,Narpati,"7206271911965631",apurwanti@yahoo.com,Tarakan,1994-04-14,"Jr. Sugiono No. 193, Salatiga 50794, Sulteng",Bitung,(+62) 755 3548 6594,Pelajar / Mahasiswa,merah,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
385,Prayogo,Puspita,"1906046807999077",bagiya87@yahoo.com,Surakarta,2012-02-11,"Ds. Tambak No. 156, Tual 52880, Sulbar",Cirebon,"0590 7609 451",Perdagangan,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
386,Pangestu,Setiawan,"5106036711166264",genta.mandasari@gmail.com,Sukabumi,1974-04-11,"Psr. Cikutra Barat No. 542, Bandung 85784, Gorontalo",Kotamobagu,"0757 6971 0518",Ustaz / Mubaligh,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
387,Kartika,Sinaga,"1221302005138949",ellis.saptono@gmail.co.id,Binjai,1991-06-01,"Gg. Dewi Sartika No. 761, Banjarbaru 46233, Sumbar",Pekalongan,(+62) 341 7109 9180,Atlet,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
388,Bella,Yuniar,"3276892410134966",nababan.prabowo@yahoo.co.id,Magelang,2022-10-28,"Ds. Dahlia No. 473, Tebing Tinggi 53568, Sulbar",Balikpapan,"0893 0591 381",Pelajar / Mahasiswa,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
389,Nilam,Farida,"3216022106102209",maimunah18@yahoo.co.id,Bukittinggi,1990-01-18,"Kpg. Baing No. 641, Tangerang Selatan 97097, Kaltara",Padangpanjang,(+62) 575 5266 838,Kepala Desa,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
390,Ani,Rahmawati,"1701064407001809",setiawan.dasa@gmail.com,Depok,1983-04-28,"Gg. Ahmad Dahlan No. 399, Palembang 45087, Kalsel",Cirebon,"0653 6416 371",Pastor,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
391,Ajeng,Hartati,"3674281502085642",mandasari.titin@yahoo.com,Palangka Raya,2008-10-15,"Kpg. Dewi Sartika No. 909, Tebing Tinggi 81706, Papua",Pasuruan,"0876 982 447",Hakim,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
392,Cecep,Tamba,"7314270309184726",zulkarnain.ciaobella@yahoo.co.id,Kotamobagu,1974-02-28,"Ds. Cihampelas No. 949, Payakumbuh 24337, Aceh",Cirebon,"0940 7231 8126",Buruh Harian Lepas,abu-abu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
393,Salwa,Hartati,"1402531701031365",asirwada.wahyudin@gmail.com,Kotamobagu,2006-12-02,"Gg. Ikan No. 630, Yogyakarta 44243, Kaltara",Sorong,(+62) 872 7833 9902,Tukang Kayu,zaitun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
394,Timbul,Anggraini,"3310554807122600",ffarida@yahoo.co.id,Samarinda,2000-08-04,"Ds. Suryo Pranoto No. 929, Makassar 73105, Jateng",Sabang,"0636 8873 9228",Buruh Harian Lepas,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
395,Padmi,Hidayat,"8105981109030231",bwinarsih@gmail.co.id,Blitar,1983-07-26,"Jln. Bappenas No. 99, Tual 43643, NTT",Makassar,"0886 5707 8073",Penyelam,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
396,Bella,Lailasari,"1407651602216662",janet.yolanda@gmail.co.id,Tegal,2004-05-04,"Ki. Antapani Lama No. 107, Mojokerto 57231, Jabar",Lubuklinggau,"0885 678 055",Psikiater / Psikolog,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
397,Ayu,Yuliarti,"3507922512992311",vsuwarno@yahoo.com,Tasikmalaya,1995-02-01,"Gg. Gambang No. 97, Kendari 37489, Maluku",Tarakan,"0797 1433 209",Satpam,zaitun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
